,val_loss,loss
0,1.7005949843661607,2.2763935518389924
1,1.3008479383074207,1.5387571073892548
2,0.8870445144676549,1.1943476904095627
3,0.6843390681746848,0.9683395402012221
4,0.6769614552260765,0.832424242039678
5,0.6476027507200673,0.7320026005972714
6,0.5624659660631242,0.6433815064392691
7,0.574597586724925,0.5875975549064596
8,0.5050833035269147,0.5450456683717062
9,0.6075460593893103,0.4831943286685493
10,0.5401418633618791,0.453026280237308
11,0.503256526229742,0.4226548124955395
12,0.6001024974611122,0.39340717664228025
13,0.5233978075520083,0.3748629313754284
14,0.5421809880316133,0.33964006473698954
15,0.5847657510078412,0.3249997574044025
16,0.504623304691859,0.3093223249505511
17,0.5941949612922166,0.29497087033089064
18,0.5820819553098258,0.26946834324225977
19,0.530079275197334,0.2791600318092687
