,val_loss,loss
0,1.3772810165373832,2.026417555771475
1,1.136966568442021,1.1122441829971754
2,0.9370390914700424,0.9526991179296038
3,1.046283816085822,0.8582103762413886
4,1.0165969914711919,0.8216016061036918
5,1.010039256403317,0.7902879142385768
6,1.0318086092462397,0.7382083528936692
7,0.8676780289001667,0.7309055273614218
8,0.9478602232433272,0.7272128817916229
9,0.9058235222921701,0.6963896050540794
10,1.0013952643716741,0.6849381107044971
11,1.2284664383877804,0.6748103882696997
12,0.9382192301550744,0.674981998333468
13,1.0244148499793504,0.6627586440151445
14,0.9902531316776325,0.6579217223983425
15,1.0765240436873762,0.6466873521254132
16,0.856637062240694,0.6356533801774653
17,0.8671479084524285,0.6460204920743707
18,0.9367434938230526,0.6290175243625491
19,1.0412845148167966,0.6356627496834503
