,val_loss,loss
0,1.9868897887258192,2.4136185157956103
1,1.5911936558602495,2.0291787845881903
2,1.4272701482166295,1.79712626690001
3,1.4402595311604913,1.6657593922977998
4,1.1563159304360855,1.54331999000289
5,1.05824338889735,1.456256434047629
6,1.0048917854003823,1.3564121278877959
7,0.8885227858558296,1.2641616152340345
8,0.892318290829116,1.1956284621882
9,1.0207503585156106,1.1308277191452467
10,0.8303087667530791,1.0684396322630834
11,0.7599549979092465,0.9940181673355303
12,0.7057578230435037,0.9274826081093215
13,0.8018254386292039,0.8917665544144437
14,0.6765693009874891,0.8134920049527186
15,0.6273042605524207,0.7768228750216366
16,0.6299685197777525,0.7318877430725599
17,0.6816921818005612,0.7171845262444864
18,0.7031677627067809,0.6833656219046885
19,0.6954770403633348,0.6705074831256717
